      1,           0.,           0.
      2, 0.0833333358,           0.
      3,  0.166666672,           0.
      4,         0.25,           0.
      5,  0.333333343,           0.
      6,  0.416666657,           0.
      7,          0.5,           0.
      8,  0.583333313,           0.
      9,  0.666666687,           0.
     10,         0.75,           0.
     11,  0.833333313,           0.
     12,  0.916666687,           0.
     13,           1.,           0.
     14,           0., 0.0833333358
     15, 0.0833333358, 0.0833333358
     16,  0.166666672, 0.0833333358
     17,         0.25, 0.0833333358
     18,  0.333333343, 0.0833333358
     19,  0.416666657, 0.0833333358
     20,          0.5, 0.0833333358
     21,  0.583333313, 0.0833333358
     22,  0.666666687, 0.0833333358
     23,         0.75, 0.0833333358
     24,  0.833333313, 0.0833333358
     25,  0.916666687, 0.0833333358
     26,           1., 0.0833333358
     27,           0.,  0.166666672
     28, 0.0833333358,  0.166666672
     29,  0.166666672,  0.166666672
     30,         0.25,  0.166666672
     31,  0.333333343,  0.166666672
     32,  0.416666657,  0.166666672
     33,          0.5,  0.166666672
     34,  0.583333313,  0.166666672
     35,  0.666666687,  0.166666672
     36,         0.75,  0.166666672
     37,  0.833333313,  0.166666672
     38,  0.916666687,  0.166666672
     39,           1.,  0.166666672
     40,           0.,         0.25
     41, 0.0833333358,         0.25
     42,  0.166666672,         0.25
     43,         0.25,         0.25
     44,  0.333333343,         0.25
     45,  0.416666657,         0.25
     46,          0.5,         0.25
     47,  0.583333313,         0.25
     48,  0.666666687,         0.25
     49,         0.75,         0.25
     50,  0.833333313,         0.25
     51,  0.916666687,         0.25
     52,           1.,         0.25
     53,           0.,  0.333333343
     54, 0.0833333358,  0.333333343
     55,  0.166666672,  0.333333343
     56,         0.25,  0.333333343
     57,  0.333333343,  0.333333343
     58,  0.416666657,  0.333333343
     59,          0.5,  0.333333343
     60,  0.583333313,  0.333333343
     61,  0.666666687,  0.333333343
     62,         0.75,  0.333333343
     63,  0.833333313,  0.333333343
     64,  0.916666687,  0.333333343
     65,           1.,  0.333333343
     66,           0.,  0.416666657
     67, 0.0833333358,  0.416666657
     68,  0.166666672,  0.416666657
     69,         0.25,  0.416666657
     70,  0.333333343,  0.416666657
     71,  0.416666657,  0.416666657
     72,          0.5,  0.416666657
     73,  0.583333313,  0.416666657
     74,  0.666666687,  0.416666657
     75,         0.75,  0.416666657
     76,  0.833333313,  0.416666657
     77,  0.916666687,  0.416666657
     78,           1.,  0.416666657
     79,           0.,          0.5
     80, 0.0833333358,          0.5
     81,  0.166666672,          0.5
     82,         0.25,          0.5
     83,  0.333333343,          0.5
     84,  0.416666657,          0.5
     85,          0.5,          0.5
     86,  0.583333313,          0.5
     87,  0.666666687,          0.5
     88,         0.75,          0.5
     89,  0.833333313,          0.5
     90,  0.916666687,          0.5
     91,           1.,          0.5
     92,           0.,  0.583333313
     93, 0.0833333358,  0.583333313
     94,  0.166666672,  0.583333313
     95,         0.25,  0.583333313
     96,  0.333333343,  0.583333313
     97,  0.416666657,  0.583333313
     98,          0.5,  0.583333313
     99,  0.583333313,  0.583333313
    100,  0.666666687,  0.583333313
    101,         0.75,  0.583333313
    102,  0.833333313,  0.583333313
    103,  0.916666687,  0.583333313
    104,           1.,  0.583333313
    105,           0.,  0.666666687
    106, 0.0833333358,  0.666666687
    107,  0.166666672,  0.666666687
    108,         0.25,  0.666666687
    109,  0.333333343,  0.666666687
    110,  0.416666657,  0.666666687
    111,          0.5,  0.666666687
    112,  0.583333313,  0.666666687
    113,  0.666666687,  0.666666687
    114,         0.75,  0.666666687
    115,  0.833333313,  0.666666687
    116,  0.916666687,  0.666666687
    117,           1.,  0.666666687
    118,           0.,         0.75
    119, 0.0833333358,         0.75
    120,  0.166666672,         0.75
    121,         0.25,         0.75
    122,  0.333333343,         0.75
    123,  0.416666657,         0.75
    124,          0.5,         0.75
    125,  0.583333313,         0.75
    126,  0.666666687,         0.75
    127,         0.75,         0.75
